EmployeeKey;ParentEmployeeKey;EmployeeNationalIDAlternateKey;ParentEmployeeNationalIDAlternateKey;FirstName;LastName;MiddleName;NameStyle;Title;HireDate;BirthDate;LoginID;EmailAddress;Phone;MaritalStatus;EmergencyContactName;EmergencyContactPhone;SalariedFlag;Gender;PayFrequency;BaseRate;VacationHours;SickLeaveHours;CurrentFlag;SalesPersonFlag;DepartmentName;Position
101;201;199546871;332349500;Scott;Gode;R;FALSE;Production Technician - WC45;08/08/2008;10/09/1986;AW\scott-gode;scott-gode@adventureworks.com;391-555-0138;M;Scott Gode;391-555-0138;FALSE;M;1;10;86;63;TRUE;FALSE;Production;
102;89;830150469;750905084;Michael;Rothkugel;L;FALSE;Production Technician - WC40;10/08/2008;04/08/1990;AW\michael-rothkugel;michael-rothkugel@adventureworks.com;454-555-0119;S;Michael Rothkugel;454-555-0119;FALSE;M;1;15;70;55;TRUE;FALSE;Production;
103;147;322160340;319472946;Lane;Sacksteder;M;FALSE;Production Technician - WC20;11/08/2008;23/04/1974;AW\lane-sacksteder;lane-sacksteder@adventureworks.com;200-555-0117;M;Lane Sacksteder;200-555-0117;FALSE;M;1;14;11;25;TRUE;FALSE;Production;
104;16;827686041;233069302;Pete;Male;C;FALSE;Production Technician - WC50;11/08/2008;03/09/1976;AW\pete-male;pete-male@adventureworks.com;768-555-0123;S;Pete Male;768-555-0123;FALSE;M;1;11;13;26;TRUE;FALSE;Production;
105;44;671089628;441044382;Dan;Bacon;K;FALSE;Application Specialist;11/08/2008;24/01/1981;AW\dan-bacon;dan-bacon@adventureworks.com;166-555-0159;M;Dan Bacon;166-555-0159;TRUE;M;2;27,4038;72;56;TRUE;FALSE;Information Services;
106;143;231203233;184188301;David;Barber;M;FALSE;Assistant to the Chief Financial Officer;12/08/2008;20/01/1964;SQLSERVER2017\LabUser;david-barber@adventureworks.com;477-555-0132;S;David Barber;477-555-0132;FALSE;M;2;13,4615;56;48;TRUE;FALSE;Finance;
107;76;204035155;778552911;Lolan;Song;B;FALSE;Production Technician - WC50;12/08/2008;24/08/1972;AW\lolan-song;lolan-song@adventureworks.com;582-555-0178;M;Lolan Song;582-555-0178;FALSE;M;1;11;7;23;TRUE;FALSE;Production;
108;214;992874797;634335025;Paula;Nartker;R;FALSE;Production Technician - WC40;12/08/2008;10/09/1986;AW\paula-nartker;paula-nartker@adventureworks.com;476-555-0119;M;Paula Nartker;476-555-0119;FALSE;F;1;15;54;47;TRUE;FALSE;Production;
109;7;767955365;24756624;Mary;Gibson;E;FALSE;Marketing Specialist;12/08/2008;13/04/1962;AW\mary-gibson;mary-gibson@adventureworks.com;531-555-0183;M;Mary Gibson;531-555-0183;FALSE;F;2;14,4231;46;43;TRUE;FALSE;Marketing;
110;40;342607223;630184120;Mindaugas;Krapauskas;J;FALSE;Production Technician - WC50;13/08/2008;05/12/1977;AW\mindaugas-krapauskas;mindaugas-krapauskas@adventureworks.com;637-555-0120;M;Mindaugas Krapauskas;637-555-0120;FALSE;M;1;11;97;68;TRUE;FALSE;Production;
111;23;45615666;277173473;Eric;Gubbels;;FALSE;Production Supervisor - WC20;14/08/2008;19/08/1984;AW\eric-gubbels;eric-gubbels@adventureworks.com;260-555-0119;M;Eric Gubbels;260-555-0119;FALSE;M;2;25;40;40;TRUE;FALSE;Production;
112;;295847284;;Ken;Sánchez;J;FALSE;Chief Executive Officer;14/08/2008;29/08/1968;AW\ken-sanchez;ken-sanchez@adventureworks.com;697-555-0142;S;Ken Sánchez;697-555-0142;TRUE;M;2;125,5;99;69;TRUE;FALSE;Executive;
113;138;733022683;386315192;Jason;Watters;M;FALSE;Production Technician - WC30;14/08/2008;07/07/1988;AW\jason-watters;jason-watters@adventureworks.com;571-555-0179;S;Jason Watters;571-555-0179;FALSE;M;1;9,5;38;39;TRUE;FALSE;Production;
114;43;381772114;885055826;Mark;Harrington;L;FALSE;Quality Assurance Technician;15/08/2008;28/11/1985;AW\mark-harrington;mark-harrington@adventureworks.com;147-555-0179;S;Mark Harrington;147-555-0179;FALSE;M;2;10,5769;83;61;TRUE;FALSE;Quality Assurance;
115;163;187369436;551834634;Janeth;Esteves;M;FALSE;Production Technician - WC45;15/08/2008;22/02/1972;AW\janeth-esteves;janeth-esteves@adventureworks.com;540-555-0191;S;Janeth Esteves;540-555-0191;FALSE;F;1;10;81;60;TRUE;FALSE;Production;
116;188;364818297;60114406;Marc;Ingle;J;FALSE;Production Technician - WC30;16/08/2008;24/05/1986;AW\marc-ingle;marc-ingle@adventureworks.com;234-555-0169;M;Marc Ingle;234-555-0169;FALSE;M;1;9,5;22;31;TRUE;FALSE;Production;
117;162;658797903;134969118;Gigi;Matthew;N;FALSE;Research and Development Engineer;16/08/2008;21/08/1978;AW\gigi-matthew;gigi-matthew@adventureworks.com;185-555-0186;M;Gigi Matthew;185-555-0186;TRUE;F;2;40,8654;63;51;TRUE;FALSE;Research and Development;
118;111;886023130;45615666;Paul;Singh;R;FALSE;Production Technician - WC20;17/08/2008;04/06/1990;AW\paul-singh;paul-singh@adventureworks.com;727-555-0112;M;Paul Singh;727-555-0112;FALSE;M;1;14;6;23;TRUE;FALSE;Production;
119;214;749211824;634335025;Frank;Lee;T;FALSE;Production Technician - WC40;17/08/2008;06/04/1987;AW\frank-lee;frank-lee@adventureworks.com;158-555-0191;M;Frank Lee;158-555-0191;FALSE;M;1;15;56;48;TRUE;FALSE;Production;
120;44;643805155;441044382;François;Ajenstat;P;FALSE;Database Administrator;17/08/2008;13/06/1980;AW\francois-ajenstat;francois-ajenstat@adventureworks.com;785-555-0110;S;François Ajenstat;785-555-0110;TRUE;M;2;38,4615;67;53;TRUE;FALSE;Information Services;
121;16;92096924;233069302;Diane;Tibbott;H;FALSE;Production Technician - WC50;18/08/2008;09/03/1989;AW\diane-tibbott;diane-tibbott@adventureworks.com;361-555-0180;S;Diane Tibbott;361-555-0180;FALSE;F;1;11;8;24;TRUE;FALSE;Production;
122;7;72636981;24756624;Jill;Williams;A;FALSE;Marketing Specialist;18/08/2008;16/01/1979;AW\jill-williams;jill-williams@adventureworks.com;510-555-0121;M;Jill Williams;510-555-0121;FALSE;F;2;14,4231;47;43;TRUE;FALSE;Marketing;
123;40;563680513;630184120;Angela;Barbariol;W;FALSE;Production Technician - WC50;20/08/2008;29/12/1990;AW\angela-barbariol;angela-barbariol@adventureworks.com;150-555-0194;S;Angela Barbariol;150-555-0194;FALSE;F;1;11;92;66;TRUE;FALSE;Production;
124;87;584205124;521265716;Matthias;Berndt;T;FALSE;Shipping and Receiving Clerk;20/08/2008;11/06/1973;AW\matthias-berndt;matthias-berndt@adventureworks.com;139-555-0120;M;Matthias Berndt;139-555-0120;FALSE;M;2;9,5;94;67;TRUE;FALSE;Shipping and Receiving;
125;9;458159238;309738752;Bryan;Baker;;FALSE;Production Technician - WC60;21/08/2008;27/03/1973;AW\bryan-baker;bryan-baker@adventureworks.com;712-555-0113;S;Bryan Baker;712-555-0113;FALSE;M;1;12,45;35;37;TRUE;FALSE;Production;
126;23;712885347;277173473;Jeff;Hay;V;FALSE;Production Supervisor - WC45;21/08/2008;15/08/1976;AW\jeff-hay;jeff-hay@adventureworks.com;350-555-0167;M;Jeff Hay;350-555-0167;FALSE;M;2;25;74;57;TRUE;FALSE;Production;
127;188;87268837;60114406;Eugene;Zabokritski;R;FALSE;Production Technician - WC30;21/08/2008;12/02/1987;AW\eugene-zabokritski;eugene-zabokritski@adventureworks.com;241-555-0191;S;Eugene Zabokritski;241-555-0191;FALSE;M;1;9,5;33;36;TRUE;FALSE;Production;
128;186;969985265;862951447;Barbara;Decker;S;FALSE;Production Technician - WC20;22/08/2008;29/07/1984;AW\barbara-decker;barbara-decker@adventureworks.com;119-555-0192;M;Barbara Decker;119-555-0192;FALSE;F;1;14;17;28;TRUE;FALSE;Production;
129;126;539490372;712885347;Chris;Preston;T;FALSE;Production Technician - WC45;22/08/2008;16/07/1988;AW\chris-preston;chris-preston@adventureworks.com;200-555-0112;M;Chris Preston;200-555-0112;FALSE;M;1;10;76;58;TRUE;FALSE;Production;
130;92;242381745;345106466;Sean;Chai;N;FALSE;Document Control Assistant;22/08/2008;10/10/1986;AW\sean-chai;sean-chai@adventureworks.com;205-555-0132;S;Sean Chai;205-555-0132;FALSE;M;2;10,25;78;59;TRUE;FALSE;Document Control;
131;44;929666391;441044382;Dan;Wilson;B;FALSE;Database Administrator;22/08/2008;06/08/1975;AW\dan-wilson;dan-wilson@adventureworks.com;653-555-0144;M;Dan Wilson;653-555-0144;TRUE;M;2;38,4615;66;53;TRUE;FALSE;Information Services;
132;18;948320468;446466105;Mark;McArthur;K;FALSE;Production Technician - WC60;23/08/2008;25/04/1979;AW\mark-mcarthur;mark-mcarthur@adventureworks.com;417-555-0154;S;Mark McArthur;417-555-0154;FALSE;M;1;12,45;19;29;TRUE;FALSE;Production;
133;142;931190412;30845;Bryan;Walton;A;FALSE;Accounts Receivable Specialist;24/08/2008;20/04/1984;AW\bryan-walton;bryan-walton@adventureworks.com;935-555-0199;S;Bryan Walton;935-555-0199;FALSE;M;2;19;62;51;TRUE;FALSE;Finance;
134;76;153288994;778552911;Houman;Pournasseh;N;FALSE;Production Technician - WC50;25/08/2008;30/03/1971;AW\houman-pournasseh;houman-pournasseh@adventureworks.com;180-555-0136;M;Houman Pournasseh;180-555-0136;FALSE;M;1;11;3;21;TRUE;FALSE;Production;
135;46;981495526;685233686;Sairaj;Uddin;L;FALSE;Scheduling Assistant;26/08/2008;22/07/1987;AW\sairaj-uddin;sairaj-uddin@adventureworks.com;500-555-0159;M;Sairaj Uddin;500-555-0159;FALSE;M;2;16;46;43;TRUE;FALSE;Production Control;
136;177;363996959;578935259;Michiko;Osada;F;FALSE;Production Technician - WC30;26/08/2008;25/01/1982;AW\michiko-osada;michiko-osada@adventureworks.com;984-555-0148;S;Michiko Osada;984-555-0148;FALSE;M;1;9,5;44;42;TRUE;FALSE;Production;
137;188;585408256;60114406;Benjamin;Martin;R;FALSE;Production Technician - WC30;27/08/2008;05/08/1985;AW\benjamin-martin;benjamin-martin@adventureworks.com;533-555-0111;S;Benjamin Martin;533-555-0111;FALSE;M;1;9,5;28;34;TRUE;FALSE;Production;
138;23;386315192;277173473;Cynthia;Randall;S;FALSE;Production Supervisor - WC30;27/08/2008;18/03/1981;AW\cynthia-randall;cynthia-randall@adventureworks.com;352-555-0138;S;Cynthia Randall;352-555-0138;FALSE;F;2;25;69;54;TRUE;FALSE;Production;
139;201;167554340;332349500;Kathie;Flood;E;FALSE;Production Technician - WC45;27/08/2008;01/06/1990;AW\kathie-flood;kathie-flood@adventureworks.com;446-555-0118;M;Kathie Flood;446-555-0118;FALSE;F;1;10;87;63;TRUE;FALSE;Production;
140;18;410742000;446466105;Britta;Simon;L;FALSE;Production Technician - WC60;29/08/2008;28/04/1989;AW\britta-simon;britta-simon@adventureworks.com;955-555-0169;M;Britta Simon;955-555-0169;FALSE;F;1;12,45;14;27;TRUE;FALSE;Production;
141;214;746201340;634335025;Brian;Lloyd;T;FALSE;Production Technician - WC40;29/08/2008;10/09/1976;AW\brian-lloyd;brian-lloyd@adventureworks.com;110-555-0182;S;Brian Lloyd;110-555-0182;FALSE;M;1;15;55;47;TRUE;FALSE;Production;
142;143;30845;184188301;David;Liu;J;FALSE;Accounts Manager;30/08/2008;05/02/1983;SQLSERVER2017\LabUser;david-liu@adventureworks.com;646-555-0185;M;David Liu;646-555-0185;TRUE;M;2;34,7356;57;48;TRUE;FALSE;Finance;
143;112;184188301;295847284;Laura;Norman;F;FALSE;Chief Financial Officer;31/08/2008;06/08/1975;AW\laura-norman;laura-norman@adventureworks.com;615-555-0110;M;Laura Norman;615-555-0110;TRUE;F;2;60,0962;0;20;TRUE;FALSE;Executive;
144;112;184188301;295847284;Laura;Norman;F;FALSE;Chief Financial Officer;31/08/2008;06/08/1975;AW\laura-norman;laura-norman@adventureworks.com;615-555-0110;M;Laura Norman;615-555-0110;TRUE;F;2;60,0962;0;20;TRUE;FALSE;Executive;
145;40;398737566;630184120;Michael;Patten;W;FALSE;Production Technician - WC50;31/08/2008;01/12/1973;AW\michael-patten;michael-patten@adventureworks.com;441-555-0195;S;Michael Patten;441-555-0195;FALSE;M;1;11;98;69;TRUE;FALSE;Production;
146;138;764853868;386315192;Andy;Ruth;M;FALSE;Production Technician - WC30;31/08/2008;20/05/1983;AW\andy-ruth;andy-ruth@adventureworks.com;118-555-0110;M;Andy Ruth;118-555-0110;FALSE;M;1;9,5;39;39;TRUE;FALSE;Production;
147;23;319472946;277173473;Yuhong;Li;L;FALSE;Production Supervisor - WC20;01/09/2008;04/11/1976;AW\yuhong-li;yuhong-li@adventureworks.com;965-555-0155;M;Yuhong Li;965-555-0155;FALSE;M;2;25;41;40;TRUE;FALSE;Production;
148;163;456839592;551834634;Robert;Rounthwaite;J;FALSE;Production Technician - WC45;02/09/2008;28/09/1984;AW\robert-rounthwaite;robert-rounthwaite@adventureworks.com;589-555-0147;S;Robert Rounthwaite;589-555-0147;FALSE;M;1;10;82;61;TRUE;FALSE;Production;
149;43;131471224;885055826;Andreas;Berglund;T;FALSE;Quality Assurance Technician;02/09/2008;26/10/1988;AW\andreas-berglund;andreas-berglund@adventureworks.com;181-555-0124;M;Andreas Berglund;181-555-0124;FALSE;M;2;10,5769;84;62;TRUE;FALSE;Quality Assurance;
150;188;259388196;60114406;Reed;Koch;T;FALSE;Production Technician - WC30;02/09/2008;08/08/1988;AW\reed-koch;reed-koch@adventureworks.com;678-555-0110;M;Reed Koch;678-555-0110;FALSE;M;1;9,5;23;31;TRUE;FALSE;Production;
151;147;812797414;319472946;Linda;Randall;A;FALSE;Production Technician - WC20;03/09/2008;05/05/1977;AW\linda-randall;linda-randall@adventureworks.com;696-555-0157;S;Linda Randall;696-555-0157;FALSE;F;1;14;12;26;TRUE;FALSE;Production;
152;112;519899904;295847284;James;Hamilton;R;FALSE;Vice President of Production;03/09/2008;04/02/1988;AW\james-hamilton;james-hamilton@adventureworks.com;870-555-0122;S;James Hamilton;870-555-0122;TRUE;M;2;84,1346;64;52;TRUE;FALSE;Production;
153;44;314747499;441044382;Ramesh;Meyyappan;V;FALSE;Application Specialist;03/09/2008;12/10/1987;AW\ramesh-meyyappan;ramesh-meyyappan@adventureworks.com;182-555-0134;S;Ramesh Meyyappan;182-555-0134;TRUE;M;2;27,4038;73;56;TRUE;FALSE;Information Services;
154;44;858323870;441044382;Stephanie;Conroy;A;FALSE;Network Manager;04/09/2008;24/10/1983;AW\stephanie-conroy;stephanie-conroy@adventureworks.com;594-555-0110;S;Stephanie Conroy;594-555-0110;TRUE;F;2;39,6635;68;54;TRUE;FALSE;Information Services;
155;111;25011600;45615666;Samantha;Smith;H;FALSE;Production Technician - WC20;04/09/2008;22/06/1987;AW\samantha-smith;samantha-smith@adventureworks.com;587-555-0114;M;Samantha Smith;587-555-0114;FALSE;F;1;14;7;23;TRUE;FALSE;Production;
156;214;436757988;634335025;Tawana;Nusbaum;G;FALSE;Production Technician - WC40;05/09/2008;10/06/1989;AW\tawana-nusbaum;tawana-nusbaum@adventureworks.com;368-555-0113;S;Tawana Nusbaum;368-555-0113;FALSE;M;1;15;50;45;TRUE;FALSE;Production;
157;16;652535724;233069302;Denise;Smith;H;FALSE;Production Technician - WC50;05/09/2008;04/02/1988;AW\denise-smith;denise-smith@adventureworks.com;869-555-0119;M;Denise Smith;869-555-0119;FALSE;F;1;11;9;24;TRUE;FALSE;Production;
158;32;416679555;535145551;Hao;Chen;O;FALSE;Human Resources Administrative Assistant;06/09/2008;15/11/1976;AW\hao-chen;hao-chen@adventureworks.com;806-555-0136;S;Hao Chen;806-555-0136;FALSE;M;2;13,9423;52;46;TRUE;FALSE;Human Resources;
159;126;377784364;712885347;Alex;Nayberg;M;FALSE;Production Technician - WC45;08/09/2008;11/11/1989;AW\alex-nayberg;alex-nayberg@adventureworks.com;819-555-0198;M;Alex Nayberg;819-555-0198;FALSE;M;1;10;77;58;TRUE;FALSE;Production;
160;9;66073987;309738752;Eugene;Kogan;O;FALSE;Production Technician - WC60;08/09/2008;10/09/1975;AW\eugene-kogan;eugene-kogan@adventureworks.com;173-555-0179;S;Eugene Kogan;173-555-0179;FALSE;M;1;12,45;36;38;TRUE;FALSE;Production;
161;18;999440576;446466105;Brandon;Heidepriem;G;FALSE;Production Technician - WC60;08/09/2008;10/08/1976;AW\brandon-heidepriem;brandon-heidepriem@adventureworks.com;429-555-0137;M;Brandon Heidepriem;429-555-0137;FALSE;M;1;12,45;22;31;TRUE;FALSE;Production;
162;3;134969118;509647174;Dylan;Miller;A;FALSE;Research and Development Manager;08/09/2008;24/09/1986;AW\dylan-miller;dylan-miller@adventureworks.com;181-555-0156;M;Dylan Miller;181-555-0156;TRUE;M;2;50,4808;61;50;TRUE;FALSE;Research and Development;
163;23;551834634;277173473;Shane;Kim;S;FALSE;Production Supervisor - WC45;08/09/2008;22/12/1989;AW\shane-kim;shane-kim@adventureworks.com;810-555-0178;S;Shane Kim;810-555-0178;FALSE;M;2;25;75;57;TRUE;FALSE;Production;
164;186;305522471;862951447;John;Chen;Y;FALSE;Production Technician - WC20;09/09/2008;03/11/1985;AW\john-chen;john-chen@adventureworks.com;201-555-0163;M;John Chen;201-555-0163;FALSE;M;1;14;18;29;TRUE;FALSE;Production;
165;92;260770918;345106466;Karen;Berge;R;FALSE;Document Control Assistant;09/09/2008;25/07/1975;AW\karen-berge;karen-berge@adventureworks.com;746-555-0164;M;Karen Berge;746-555-0164;FALSE;F;2;10,25;79;59;TRUE;FALSE;Document Control;
166;18;788456780;446466105;Jose;Lugo;R;FALSE;Production Technician - WC60;10/09/2008;29/02/1984;AW\jose-lugo;jose-lugo@adventureworks.com;587-555-0115;M;Jose Lugo;587-555-0115;FALSE;M;1;12,45;20;30;TRUE;FALSE;Production;
167;76;370581729;778552911;Mandar;Samant;H;FALSE;Production Technician - WC50;10/09/2008;19/10/1985;AW\mandar-samant;mandar-samant@adventureworks.com;140-555-0132;S;Mandar Samant;140-555-0132;FALSE;M;1;11;0;20;TRUE;FALSE;Production;
168;278;603686790;895209680;Mikael;Sandberg;Q;FALSE;Buyer;10/09/2008;17/03/1984;AW\mikael-sandberg;mikael-sandberg@adventureworks.com;309-555-0170;S;Mikael Sandberg;309-555-0170;FALSE;M;2;18,2692;59;49;TRUE;FALSE;Purchasing;
169;76;152085091;778552911;Sameer;Tejani;A;FALSE;Production Technician - WC50;11/09/2008;24/01/1978;AW\sameer-tejani;sameer-tejani@adventureworks.com;990-555-0172;M;Sameer Tejani;990-555-0172;FALSE;M;1;11;4;22;TRUE;FALSE;Production;
170;142;663843431;30845;Dragan;Tomic;K;FALSE;Accounts Payable Specialist;11/09/2008;14/09/1976;AW\dragan-tomic;dragan-tomic@adventureworks.com;117-555-0185;M;Dragan Tomic;117-555-0185;FALSE;M;2;19;63;51;TRUE;FALSE;Finance;
171;177;227319668;578935259;Carol;Philips;M;FALSE;Production Technician - WC30;12/09/2008;17/05/1988;AW\carol-philips;carol-philips@adventureworks.com;609-555-0153;M;Carol Philips;609-555-0153;FALSE;F;1;9,5;45;42;TRUE;FALSE;Production;
172;89;578953538;750905084;Rob;Caron;T;FALSE;Production Technician - WC40;13/09/2008;04/03/1973;AW\rob-caron;rob-caron@adventureworks.com;238-555-0116;S;Rob Caron;238-555-0116;FALSE;M;1;15;71;55;TRUE;FALSE;Production;
173;40;222400012;630184120;Don;Hall;L;FALSE;Production Technician - WC50;13/09/2008;11/01/1971;AW\don-hall;don-hall@adventureworks.com;100-555-0174;M;Don Hall;100-555-0174;FALSE;M;1;11;88;64;TRUE;FALSE;Production;
174;46;470689086;685233686;Alan;Brewer;J;FALSE;Scheduling Assistant;13/09/2008;28/10/1983;AW\alan-brewer;alan-brewer@adventureworks.com;438-555-0172;M;Alan Brewer;438-555-0172;FALSE;M;2;16;47;43;TRUE;FALSE;Production Control;
175;188;860123571;60114406;David;Lawrence;Oliver;FALSE;Production Technician - WC30;14/09/2008;23/04/1985;SQLSERVER2017\LabUser;david-lawrence@adventureworks.com;118-555-0177;M;David Lawrence;118-555-0177;FALSE;M;1;9,5;29;34;TRUE;FALSE;Production;
176;89;273260055;750905084;Baris;Cetinok;F;FALSE;Production Technician - WC40;15/09/2008;07/05/1990;AW\baris-cetinok;baris-cetinok@adventureworks.com;164-555-0114;S;Baris Cetinok;164-555-0114;FALSE;M;1;15;72;56;TRUE;FALSE;Production;
177;23;578935259;277173473;Michael;Ray;Sean;FALSE;Production Supervisor - WC30;15/09/2008;29/08/1988;AW\michael-ray;michael-ray@adventureworks.com;156-555-0199;S;Michael Ray;156-555-0199;FALSE;M;2;25;70;55;TRUE;FALSE;Production;
178;20;752513276;494170342;Steve;Masters;F;FALSE;Production Technician - WC60;15/09/2008;04/11/1990;AW\steve-masters;steve-masters@adventureworks.com;712-555-0170;S;Steve Masters;712-555-0170;FALSE;M;1;12,45;31;35;TRUE;FALSE;Production;
179;18;754372876;446466105;Suchitra;Mohan;O;FALSE;Production Technician - WC60;16/09/2008;08/01/1987;AW\suchitra-mohan;suchitra-mohan@adventureworks.com;753-555-0129;M;Suchitra Mohan;753-555-0129;FALSE;F;1;12,45;15;27;TRUE;FALSE;Production;
180;44;58317344;441044382;Karen;Berg;A;FALSE;Application Specialist;16/09/2008;17/12/1977;AW\karen-berg;karen-berg@adventureworks.com;654-555-0177;S;Karen Berg;654-555-0177;TRUE;F;2;27,4038;74;57;TRUE;FALSE;Information Services;
181;147;404159499;319472946;Terrence;Earls;W;FALSE;Production Technician - WC20;16/09/2008;08/07/1984;AW\terrence-earls;terrence-earls@adventureworks.com;110-555-0115;S;Terrence Earls;110-555-0115;FALSE;M;1;14;13;26;TRUE;FALSE;Production;
182;142;363910111;30845;Barbara;Moreland;C;FALSE;Accountant;18/09/2008;04/08/1975;AW\barbara-moreland;barbara-moreland@adventureworks.com;822-555-0145;M;Barbara Moreland;822-555-0145;TRUE;F;2;26,4423;58;49;TRUE;FALSE;Finance;
183;40;599942664;630184120;Chad;Niswonger;W;FALSE;Production Technician - WC50;18/09/2008;04/03/1990;AW\chad-niswonger;chad-niswonger@adventureworks.com;559-555-0175;M;Chad Niswonger;559-555-0175;FALSE;M;1;11;99;69;TRUE;FALSE;Production;
184;138;993310268;386315192;Rostislav;Shabalin;E;FALSE;Production Technician - WC30;19/09/2008;13/04/1977;AW\rostislav-shabalin;rostislav-shabalin@adventureworks.com;751-555-0134;M;Rostislav Shabalin;751-555-0134;FALSE;M;1;9,5;40;40;TRUE;FALSE;Production;
185;201;20244403;332349500;Belinda;Newman;M;FALSE;Production Technician - WC45;20/09/2008;15/10/1974;AW\belinda-newman;belinda-newman@adventureworks.com;319-555-0126;S;Belinda Newman;319-555-0126;FALSE;F;1;10;83;61;TRUE;FALSE;Production;
186;23;862951447;277173473;Katie;McAskill-White;L;FALSE;Production Supervisor - WC20;20/09/2008;18/06/1984;AW\katie-mcaskill-white;katie-mcaskill-white@adventureworks.com;809-555-0133;S;Katie McAskill-White;809-555-0133;FALSE;F;2;25;42;41;TRUE;FALSE;Production;
187;188;551346974;60114406;Russell;King;M;FALSE;Production Technician - WC30;21/09/2008;11/09/1981;AW\russell-king;russell-king@adventureworks.com;517-555-0122;M;Russell King;517-555-0122;FALSE;M;1;9,5;24;32;TRUE;FALSE;Production;
188;23;60114406;277173473;Jack;Richins;S;FALSE;Production Supervisor - WC30;21/09/2008;20/01/1983;AW\jack-richins;jack-richins@adventureworks.com;552-555-0111;S;Jack Richins;552-555-0111;FALSE;M;2;25;68;54;TRUE;FALSE;Production;
189;23;33237992;277173473;Andrew;Hill;R;FALSE;Production Supervisor - WC10;22/09/2008;06/04/1988;AW\andrew-hill;andrew-hill@adventureworks.com;908-555-0159;S;Andrew Hill;908-555-0159;FALSE;M;2;25;65;52;TRUE;FALSE;Production;
190;89;1300049;750905084;Nicole;Holliday;B;FALSE;Production Technician - WC40;22/09/2008;07/11/1985;AW\nicole-holliday;nicole-holliday@adventureworks.com;508-555-0129;M;Nicole Holliday;508-555-0129;FALSE;F;1;15;67;53;TRUE;FALSE;Production;
191;16;10708100;233069302;Frank;Miller;T;FALSE;Production Technician - WC50;23/09/2008;21/02/1971;AW\frank-miller;frank-miller@adventureworks.com;167-555-0139;S;Frank Miller;167-555-0139;FALSE;M;1;11;10;25;TRUE;FALSE;Production;
192;154;672243793;858323870;Peter;Connelly;I;FALSE;Network Administrator;23/09/2008;27/12/1979;AW\peter-connelly;peter-connelly@adventureworks.com;310-555-0133;S;Peter Connelly;310-555-0133;FALSE;M;2;32,4519;69;54;TRUE;FALSE;Information Services;
193;111;63761469;45615666;Anibal;Sousa;T;FALSE;Production Technician - WC20;23/09/2008;05/04/1974;AW\anibal-sousa;anibal-sousa@adventureworks.com;106-555-0120;S;Anibal Sousa;106-555-0120;FALSE;F;1;14;8;24;TRUE;FALSE;Production;
194;214;693168613;634335025;Ken;Myer;L;FALSE;Production Technician - WC40;24/09/2008;26/12/1980;AW\ken-myer;ken-myer@adventureworks.com;949-555-0174;M;Ken Myer;949-555-0174;FALSE;M;1;15;51;45;TRUE;FALSE;Production;
195;32;476980013;535145551;Grant;Culbertson;N;FALSE;Human Resources Administrative Assistant;25/09/2008;15/11/1975;AW\grant-culbertson;grant-culbertson@adventureworks.com;955-555-0131;S;Grant Culbertson;955-555-0131;FALSE;M;2;13,9423;53;46;TRUE;FALSE;Human Resources;
196;40;334834274;630184120;Michael;Entin;T;FALSE;Production Technician - WC50;25/09/2008;13/01/1989;AW\michael-entin;michael-entin@adventureworks.com;817-555-0186;S;Michael Entin;817-555-0186;FALSE;M;1;11;94;67;TRUE;FALSE;Production;
197;163;399658727;551834634;Lionel;Penuchot;C;FALSE;Production Technician - WC45;26/09/2008;13/10/1987;AW\lionel-penuchot;lionel-penuchot@adventureworks.com;450-555-0152;S;Lionel Penuchot;450-555-0152;FALSE;M;1;10;78;59;TRUE;FALSE;Production;
198;9;500412746;309738752;Thomas;Michaels;R;FALSE;Production Technician - WC60;26/09/2008;10/08/1985;AW\thomas-michaels;thomas-michaels@adventureworks.com;278-555-0118;M;Thomas Michaels;278-555-0118;FALSE;M;1;12,45;37;38;TRUE;FALSE;Production;
199;87;652779496;521265716;Jimmy;Bischoff;T;FALSE;Stocker;26/09/2008;01/06/1990;AW\jimmy-bischoff;jimmy-bischoff@adventureworks.com;927-555-0168;M;Jimmy Bischoff;927-555-0168;FALSE;M;1;9;96;68;TRUE;FALSE;Shipping and Receiving;
200;138;878395493;386315192;Michael;Vanderhyde;T;FALSE;Production Technician - WC30;26/09/2008;18/04/1982;AW\michael-vanderhyde;michael-vanderhyde@adventureworks.com;296-555-0121;M;Michael Vanderhyde;296-555-0121;FALSE;M;1;9,5;35;37;TRUE;FALSE;Production;
201;23;332349500;277173473;Lori;Kane;A;FALSE;Production Supervisor - WC45;26/09/2008;16/02/1980;AW\lori-kane;lori-kane@adventureworks.com;289-555-0196;S;Lori Kane;289-555-0196;FALSE;F;2;25;76;58;TRUE;FALSE;Production;
202;278;792847334;895209680;Arvind;Rao;B;FALSE;Buyer;28/09/2008;21/03/1974;AW\arvind-rao;arvind-rao@adventureworks.com;848-555-0163;M;Arvind Rao;848-555-0163;FALSE;M;2;18,2692;60;50;TRUE;FALSE;Purchasing;
203;186;621932914;862951447;Stefen;Hesse;A;FALSE;Production Technician - WC20;28/09/2008;21/07/1975;AW\stefen-hesse;stefen-hesse@adventureworks.com;165-555-0113;S;Stefen Hesse;165-555-0113;FALSE;M;1;14;19;29;TRUE;FALSE;Production;
